"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"324","1c0205aaec269fd1efaa353eed982304cccdb9412a5f715b1d61f1a0c51698b7","1431545410","2015","4","male","maseeh","no","yes","21","yes"
"325","6395228370743a1fc2c049ad0d854b25deeb99019c85e37e732856a48ec43cc5","1431545413","2017","2","female","simmons","no","yes","19","yes"
"326","25a7f2824f1db67b2c6b27ca7697239cb5b018117961044d3e03a449cf1a8774","1431545433","2018","le1","female","east_campus","sorority","yes","18","yes"
"327","9ecc978935e40e12aa17985e0c040fe5a0ed33715ad6d655b977e5bfb6134a00","1431545443","2016","3","male","simmons","no","yes","20","yes"
"328","cbfbe4cfb49b88744055661aa296069fec7699a61a331a72a5e44b3ddee52eea","1431545445","2016","3","female","maseeh","no","yes","20","yes"
"329","19853acb54f504b10e9a1c8cd194bdec19473126bedb20c4e1ed6e605570aa39","1431545452","2017","2","female","baker","sorority","yes","19","yes"
"330","2e4a36c51f3e18be64dd49ac08f84d6541069df14eb7e575eff9af1f63e19842","1431545480","2016","3","female","next_house","no","no","21","yes"
"331","6418fe31626a9faf5bbded90e2ec932f7c7ac76a6f9a343d6b5c3466f2091409","1431545493","2015","4","female","maseeh","no","yes","21","yes"
"332","3cb4a0cc25aa4579730899f09e11e767b1a9fbda9c78b3ac33561015c2001382","1431545509","2017","2","female","ilg","no","yes","19","yes"
"333","ca08413f9db0d420228753a475a5adf5f5463337644a9e5b476127b9dffba250","1431545550","2016","3","female","sorority","sorority","yes","21","yes"
"334","afa7d25424ecbd1adaa8f2d19fd34ffdf039affb141807186c77bdf6dba3db63","1431545559","2015","4","female","maseeh","no","yes","21","yes"
"335","cb6a61ec75dbe49cebaddf76ea74871800b83abd93631e3c36164338be0b07d7","1431545587","2016","3","female","senior_house","no","yes","21","yes"
"336","be55b23845c6b6d9ea3af76e2b5046fce61b2662b7c4bbf9a724402b2f0289a6","1431545588","2016","3","female","mccormick","no","yes","20","yes"
"337","553f4bf1f170e8709316473fe0e1aaf6926a4ba4798fa644e1c69c02c8ad625e","1431545595","2016","3","female","macgregor","no","yes","21","yes"
"338","750524ffa96464d68f3a079950157d9e5123ede9f3b156f076bc2badf05040e4","1431545645","2015","4","male","fraternity","frat","no","23","yes"
"339","1bf780afb7089bf9c17ef8a6dbeb634bee295a6f748f664d2608eee28895680b","1431545629","2015","4","male","bc","no","yes","22","yes"
"340","f5e82e67ce832a8d9677b4d4f5f58295780228e30976e55c01b0a32d097a854c","1431545641","2017","2","female","macgregor","no","yes","20","yes"
"341","c2eb7663b412ba0b2a8742943f2d704b4ee1326a588eb13f6cec4f97e9bb3629","1431545662","2016","3","female","off_campus","no","no","20","yes"
"342","00632754e45847568571e946dcbdff2db3c9e6fbeb74ead224cff28354c6f583","1431545680","2017","2","male","fraternity","frat","yes","20","yes"
"343","9d9cb00f7bf320aa3ddbe5837fa4918193be6c3e75fae0612d728a75fc122043","1431545684","2015","4","male","macgregor","no","no","ge_25","yes"
"344","088543ddf09322aea6b763d6b965fe5c8ea1ab7bf8665e50c040f9da6e6467e8","1431545699","2018","le1","female","mccormick","no","yes","19","yes"
"345","c090979d4ddf633228749592b79424012cf410dd1be88883d5b8a2668cc388ac","1431545714","2015","4","male","maseeh","no","no","21","yes"
"346","66f42257b955a950c8c099f6647c310319b442d284c8636c73eb85a613873dab","1431545708","2016","le1","female","other","no","yes","21","no"
"347","b6536ee60d52d477a3ea4b2b7e9d14f77f02ad456c21832411651ddb7ee7edd4","1431545708","2016","3","female","bc","no","yes","20","yes"
"348","9c111229da307485cd08b3ec68f44ab3735086423af1d94262ff22262d4141b8","1431545709","2016","3","female","maseeh","no","yes","20","yes"
"349","06c6b55ea60d08760e3ade943ee38c8de7aefb909729cc5d3de448e7430ac45a","1431545713","2017","2","female","east_campus","no","no","21","yes"
"350","724cadff75399715c70c32ac89a310d5fffe3fd8372f98bf68512a68336a2173","1431545723","2016","3","male","macgregor","no","no","20","yes"
"351","b7e05ef4fcf98944dc7c80a21af9745e2d8d05458ad1bbdd9b9c784f72cd0f37","1431545732","2016","3","male","fraternity","frat","yes","21","yes"
"352","c1a903e7f24efee4dc5219c9989dad9a6b3696cc8ecaa8f41354486eba99a249","1431545732","2015","4","female","east_campus","no","yes","22","yes"
"353","4be908dae0726bd5091ef8cb6622027ea33b0e3c1b2c21cc6f88246fe7745fec","1431545743","2015","4","female","new_house","no","yes","21","yes"
"354","1e61fe39cb1bab98bddbe89cdd75299a8dea48860b886114b0c04ea7718ef7e4","1431545513","2018","le1","trans","east_campus","no","yes","17","yes"
"355","e475470b8da02aee73356d0c3aad4439bdc581a20f149c52b7b5c8333768a79b","1431545823","2015","4","male","next_house","no","yes","21","yes"
"356","e2caa8888afb7469d2ddabaf9d068d7b0e0a9381488b60876325f5c16386c3cc","1431545832","2018","le1","male","next_house","no","no","19","yes"
"357","0771689c713c1c5bca2bcea3ad6c9f1b534dae5ab3edc8dd7e987c423cf1c031","1431545842","2015","3","male","maseeh","no","yes","21","yes"
"358","6426733ff60a60eabb56a4280747015644b54a1e5b2480cc0698e9182a5188cb","1431545845","2018","le1","female","bc","no","no","19","yes"
"359","1b6a82edeeebc265b8474c18ce68833e1bd0bc3ab72d6894a41c8db0f6d59dda","1431545849","2018","le1","female","new_house","no","yes","18","yes"
"360","b5612a68fb40b4b55b66d3671cab36c124d4bba3ed1f020c9e74a48f26d2f939","1431545864","2018","le1","female","simmons","no","yes","18","yes"
"361","f92ec13f6b5196bb846f80962f12d127536ba21c4011468b60ccbd7381e7e8ab","1431545878","2015","4","female","baker","no","yes","21","yes"
"362","b36eaf85aa9418e527c47700232d17a016b90720d465963fabc2dc90c2e5da28","1431545878","2017","2","female","simmons","no","yes","20","yes"
"363","8509464c5c2c910a395c66af2cbdc62a6dcb319ead18e794477f2a5b425c80fa","1431545888","2018","le1","female","next_house","sorority","yes","19","yes"
"364","9c2d69f2ab3e482a91968214cab134892193298b1cf29fcd1f590bad00b2c6a8","1431545948","2016","3","male","fraternity","frat","yes","21","yes"
"365","aa38f8043931ac8ff819c30109ed1d2ddd750102bd6f3f5ecbb2b8f89a5bc1f3","1431545891","2016","3","male","fraternity","frat","yes","20","yes"
"366","b6c824451b6b766af307e7bcd9c1a7a25a6668ab1edff68a235c46704e27a46a","1431545886","2015","4","female","macgregor","no","no","21","yes"
"367","022c5143af5f8d440273820b0e092c29cd46e7105e2ff3b5c4e4b91c42498a0d","1431545898","2017","2","female","baker","sorority","yes","20","yes"
"368","0846c8ed2f4ac6b5ae949770e58f744110b7d9ca3fa418a1a19cf7c1c88e4e92","1431545905","2018","le1","female","bc","no","yes","18","yes"
"369","4fb28a374a4d1f6098ecaddb935f396c5e4bc254013102350c3d21486f53da9b","1431545902","2015","4","male","maseeh","no","no","21","yes"
"370","c00ff37ecbef15289e4e5593d1d65d844951ec99edd4ede8c0d3607330479695","1431545911","2016","3","male","fraternity","frat","yes","21","yes"
"371","9dabc247969e51ca39e761e7a3d6ae7661abab265c49a40c8d8102053fd24103","1431545937","2018","le1","female","bc","sorority","yes","19","yes"
"372","95cdb48c2ad3ed0d196a1d197b3d3b5e8ca73947f9ad70ed356a401031afc9e3","1431545946","2015","4","male","fraternity","frat","yes","22","yes"
"373","3dda309ecc5bf84269d422c2d42b320e184b8d3023d7fb176964c31370f1e34c","1431545951","2015","4","male","fraternity","frat","yes","21","yes"
"374","0df28818d0e0e673ec3898ee483652603eb10aa5d41339c9106cace487c7c340","1431545958","2017","2","female","senior_house","no","yes","22","yes"
"375","01c35e141dbe2c370d64ac364fbfe68ed50e15821a20492f6304988f3a34ca12","1431545952","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no"
"376","f207e4ce5b6ae3c8c2e91c88d2c598bb6954c70d0b56270114328809697aa841","1431545978","2018","le1","female","simmons","sorority","yes","18","yes"
"377","528e133cdb0b2b5ad413d688f3b192a1da7b62e877e7740b10f66501c451a586","1431545992","2016","3","female","bc","sorority","yes","20","yes"
"378","15f3aacdb23c592b10f82e15e74eff9a3699d8f46ca1564a7da73eb9807071dc","1431545999","2017","2","male","fraternity","frat","yes","20","yes"
"379","0070b04fcbbca7cbb2031b90c883ea2a460147190c32f150704a5b213c1228fe","1431546038","2015","4","female","sorority","sorority","yes","21","yes"
"380","e0bf0cbfe7a476e6a4b2cc09215d2d96bbcd6b0b7e7f666214ecc5a2b5d857f7","1431546069","2017","2","female","bc","no","yes","20","yes"
"381","5fbd3a5c86d449994591ce83fa56ffb661143e19d5220ca0471dd6764e910679","1431546222","2018","le1","female","simmons","no","yes","18","yes"
"382","73def216481625c9b128c3c6339c59d978ea6c9840bcfd510730a8f1abef347e","1431546213","2017","2","female","baker","no","yes","19","yes"
"383","01167c6f85f4365640242b24aa6c3ec6bb10809eb745a4f21b62b9b82caff35e","1431546257","2018","2","male","baker","frat","no","21","yes"
"384","e1942c96b1306ac8f430f2c6f95f96343a1d162922ba6aa690c0785b0b05634c","1431546244","2017","2","female","baker","no","no","20","yes"
"385","c94cb2c431460212295b7cae91309d0ee8cd45dd2a7e6584a24710eda2dae805","1431546278","2014","ge5","male","fraternity","frat","yes","22","yes"
"386","b12a373878cc6b53dfb6ed57a7957993100a63cadbdcf3e8aaffe26fe48a373b","1431546282","2017","2","female","fraternity","frat","yes","19","yes"
"387","ab161bb30a6f5f13e36e705f304f2062dedc4661fe57f042d187dae18a92b0ae","1431546329","2015","4","female","east_campus","no","yes","22","yes"
"388","8860df5ec42def67eb192db5c2290dd695f010f81e932652f0f6db3b1139d209","1431546350","2016","3","male","fraternity","frat","yes","20","yes"
"389","c50a3e0a7f38d9a53f4b7c75fed68dcd1e81c4e69e399522831301b90a923af5","1431546354","2015","4","female","sorority","sorority","no","21","yes"
"390","42134dceb0dd321e8a51dc21f824db0b20576b9bfd3df0089106113734c845be","1431546385","2017","le1","female","other","no","yes","19","yes"
"391","19fa0e083310fcaeff617562253c93bd521480418cae704e2bfd2364cc919c3e","1431546418","2017","2","female","mccormick","sorority","yes","19","yes"
"392","f91c519b2296c43ea1e397a67656775c1843a932f6c0d51f1b0fa9ac148e9694","1431546426","2015","4","male","simmons","no","yes","22","yes"
"393","243e134bead607b0f02a3312a9b4486e87f798697f77dd86ac6d35d086969c5e","1431546439","2018","le1","female","baker","no","yes","18","yes"
"394","254d641351122390d7bc78b1e93fe5758c529554cf78efd170c3f76a88949cf4","1431546450","2016","3","female","random","sorority","yes","20","yes"
"395","048d60628983854761cc82fb9f32282cd1d62963c837f24145463b103adc105d","1431546471","2018","le1","female","maseeh","sorority","yes","17","yes"
"396","e81105d1c000624c8c384781dcd0d7f6ed9f593212a4a0931bdbbc20cfc4d1f9","1431546503","2015","4","male","random","no","yes","20","yes"
"397","b3c17d8fc944c792342b7b8a0916993af87a495992141e8e4b5f1ca8a51789c5","1431546516","2015","4","male","fraternity","frat","no","23","yes"
"398","128e2179f1f10013b69c2488bd59e5083698defb77891463c9ba5a306703479d","1431546527","2017","2","male","baker","no","yes","20","yes"
"399","3ae479f82ed33092d34880e486c49a155081bd6761d8688e1d7cab300d66fc63","1431546536","2015","4","male","next_house","no","yes","21","yes"
"400","90a27415aef7c4ad1536ff95607093b4a3a2f158d1f91dea0416e868a4f0a019","1431546550","2018","le1","male","bc","frat","yes","18","yes"
"401","8d9c3c400a157b520ff99d0eff17123fa8b56540f678a12b826025f30582aa91","1431546549","2017","2","other","east_campus","no","yes","20","yes"
"402","f3f8f8a9d33824e6478346ccba977b28575cf2a7d6ecdd4e5f1513c6e4b5b3d2","1431546573","2016","3","male","fraternity","frat","yes","21","yes"
"403","d0b482e2e46c72118399b94f03bd916de5991a718bbf7f6c85d71837925309c5","1431546592","2017","2","female","sorority","sorority","yes","19","yes"
"404","694e38a77343cdbdfc2f32a58b1e9962f04d9ab1cc71f6bdfcfadbf50c162253","1431546595","2016","3","female","sorority","sorority","yes","21","yes"
"405","3d9eb7d1187852963f77edc97a79a403a99f292579549b4067b76e4b4ffbdb11","1431546622","2016","3","male","other","no","yes","21","yes"
"406","ace7b23d810c75cf62ac4d4f34cb18f3de5939e43d1a37c9d95038bd346db9a4","1431546656","2018","le1","male","baker","frat","no","18","yes"
"407","ad3864839ec822df4bf1513dbbbd400c442e14b7ffc89c204204899f8af16980","1431546670","2016","3","female","ilg","no","yes","21","yes"
"408","80aa300c12a41b60d41b9ef0f969f168e048c9403bdac8401c979771cdcd5140","1431546649","2017","2","male","fraternity","frat","yes","19","yes"
"409","dbe897e7a42a21c4add0c191dc1ade8678a98399c10de038d06a81855c9eceb4","1431546678","2018","le1","female","ilg","no","yes","18","yes"
"410","6733eb6f5512c091184030aa403f1ec8a28d0d5aa883fbf51630d4946e926aa2","1431546665","2018","le1","female","mccormick","no","yes","18","yes"
"411","aa14a12619487af9af3ecff5ad17c6f82f80492888c88a281c60e29f197b6f7e","1431546662","2015","4","male","fraternity","frat","yes","22","yes"
"412","6ed146fcb0958842c76cc72cfd5e2eebe6c719f7bd6465b0172b6f80d55a4797","1431546670","2017","2","male","fraternity","frat","yes","19","yes"
"413","6d55558904dd120f3d08de39f0e89a2f2ec03b13c2a66c07575da6d11d1a1d2c","1431546674","2016","3","male","fraternity","frat","no","20","yes"
"414","3aea297ff522b2fb81dc53face85707c86568cc7b647cfa45db7cb027479f65b","1431546767","2015","4","male","fraternity","frat","yes","22","yes"
"415","6f2af0167116517da55d5ef131c0c95c430158111e870b43f6443d083893e936","1431546718","2016","3","male","fraternity","frat","yes","21","yes"
"416","b9e9fbf15ed0b2febc0a54150e415349f91e918bdba8d8593ee6f680e6c71e26","1431546731","2018","le1","female","new_house","sorority","yes","18","yes"
"417","d180fffcfb9d27cbc4eb8793b237ac3d9e5b26f7434342fda6ecabe1563ca047","1431546746","2017","2","male","baker","no","yes","20","yes"
"418","c1728d0ca0eeab9c8c3586b5f3c6a84dc11b8d9633207fbdd97ecc79d6fce143","1431546775","2018","le1","male","maseeh","frat","yes","19","yes"
"419","3ad6f1326683b2aa74caad7b0baff5c98c08fa149aeccc65cfc67c2e1442f038","1431546835","2018","le1","male","grad_dorm","no","yes","ge_25","yes"
"420","a835925a6e537888887c64498a99e9a6acbdccb077e62ba56ec0d325ebcbfe49","1431546835","2018","le1","female","bc","sorority","yes","19","yes"
"421","a3b4cbca26c71d5b95249d7908f7a00051c9997e782cdf373dcc2d04dd68c65d","1431546834","2017","2","male","new_house","no","yes","20","yes"
"422","6789188a9b750770876efc2fbf7fa4536b26740a01cf8321ef8616c347b6650c","1431546848","2018","le1","male","bc","no","yes","18","yes"
"423","98d1e914bd499ea4a69cd52a4687f907b277ba8cc69dad2711134742378555e2","1431546881","2015","4","female","maseeh","no","yes","22","yes"
"424","a14aa642d9f7c7e6f031ca69d132345e0ed6d6cbd084afc5e846eb8c95af901f","1431546870","2016","3","male","next_house","no","yes","20","yes"
"425","ee5f62f49d92f2d5cb186fe25b733867a4ca583326617f989596a0805c79f80a","1431546874","2016","3","female","sorority","sorority","yes","21","yes"
"426","3efb45d788ca9182cda61edb2a60a49f78e6dda99d990c4000531fdf561af97e","1431546846","2017","2","male","fraternity","frat","yes","19","yes"
"427","fd3eadc12edefd6c7ebc6544c3af60738dc7a4e9b4739aeda93ba6a9bc44445c","1431546903","2016","3","female","east_campus","no","yes","21","yes"
"428","e38b975c0df5c00df7f8ad5a058c6cd25fc530f050263f6099e7885f7638da66","1431546906","2015","4","male","east_campus","frat","yes","22","yes"
"429","a7fcf4bf9f5fa479aabc2b0d4eb000b0b24b87b9b9bffd2912dc10a08acc7868","1431546922","2018","le1","female","maseeh","sorority","yes","19","yes"
"430","e7586af6e028a88e7788c0d597d6c4865b067d188772d18a5de4e3cd4162c786","1431546927","2016","3","female","ilg","no","yes","21","yes"
"431","5577bf920ad021aacbb2d46d1416fb44646db142ff544ad3fd36f3d2b331d883","1431546959","2017","2","male","simmons","no","yes","19","yes"
"432","f8c3e24b589cbe310dc09fe8a9b282ad2febadd62e5a031d46d82a378acde9fa","1431546975","2016","3","male","simmons","no","yes","20","yes"
"433","ddf9d0f5394ac7285381e86fb813ecd9fd735684005bf97f1f25b9721d23b2a8","1431547038","2016","3","female","new_house","no","yes","19","yes"
"434","57981c0232e4aa9a00d3493dc12632d4fa5260c6698eb29b686f692c6ccd8ace","1431547045","2016","3","female","next_house","no","yes","20","yes"
"435","5fffcef7dcc2a6d83cc418ef9459ffab1a290efbe561fe24c612f41cf294224a","1431547067","2015","4","male","fraternity","frat","yes","23","yes"
"436","46244693315d5c34a9453538ec140b8524b5d55306462c02712865d3f8efed5e","1431547070","2018","le1","female","simmons","no","yes","19","yes"
"437","36a8b2d30497d8926db65afa56dbed6f98a677d1618706c4fe0645fcb007906c","1431547081","2015","4","male","maseeh","frat","yes","22","yes"
"438","2a85592e54764cedffd6eb2ef79e86e7c4c989c275da2bd9ca18e1c1ce1781fc","1431547102","2016","3","male","off_campus","frat","yes","21","yes"
"439","20d814b8dc68c3619e3f71c3e83b70b7afe63d715381bececce6a812d04e6a91","1431547113","2017","2","female","new_house","no","yes","20","yes"
"440","f77c6a46cd4b217a184161f0ba4c7c5e4660937f7e963069378561eece827a9e","1431547108","2018","le1","male","next_house","no","yes","19","yes"
"441","9914a6628c19b5bcc9aba359cf25f8f76114de47abfcd7ac5953f2bbdc2d3b2e","1431547168","2018","le1","male","baker","frat","yes","19","yes"
"442","c66ae4b235ab3a0386e01f2c1dd986f36e8da02f144bc334fbd20d231669405b","1431547207","2018","le1","male","east_campus","frat","no","19","yes"
"443","527edc68b8ae85f8f38850fe3b6e07128c6cb55d4c95a418d6fe57f893055312","1431547189","2017","2","female","sorority","sorority","yes","19","yes"
"444","5b6068202a5e0bea277dbd35c48d9e25f7694649a239e6862b0fe33d536c5e78","1431547245","2016","3","female","other","no","yes","22","yes"
"445","d4455a5d623f8bdaaa82109800d2cb870c18f62ff6a81d0ae332e998d2128860","1431547274","2015","4","female","bc","no","yes","23","yes"
"446","e544262c49797e574a399e23d178720300ba0b0220cb714bc41d03f9fb7933eb","1431547307","2017","2","male","macgregor","no","no","20","yes"
"447","cb49d7b8d3a3756dd076d7cc0b0a6d539cf00efbf01357d0cc9a5bbe0b1b757c","1431547317","2016","3","female","baker","no","yes","21","yes"
"448","b9a508db5903e2e21ac491a741636d9fb2481e1838674314eb0d8648f5e36ab3","1431547350","2015","4","male","macgregor","no","yes","22","yes"
"449","366cea3b9d5ca284e6e69f37f80700f6e2490146acdd0bfe3c2df461ecc52969","1431547337","2016","3","female","east_campus","sorority","yes","19","yes"
"450","2aa590630c7a8ff106846b837feb2ebba153e87817ef5add0b6792b5ca3a8f34","1431547368","2016","3","female","simmons","no","yes","21","yes"
"451","8918dc6ff94c55ab669755f90f0ff64ce01cd85f2e7cd3c9fffd7db723412485","1431547303","2017","2","female","maseeh","no","yes","20","yes"
"452","0e4e4d5d956cad883c1e9a5a23206cedac44aeab66f9cc4382747fd3508526b4","1431547384","2016","3","male","macgregor","no","no","21","yes"
"453","3bf15d91eb1add2b33f95eba21638e6f569221869558a6b3110320e59f30cfe4","1431547408","2016","3","female","ilg","no","yes","21","yes"
"454","8b61c3bbc3fcc82e0637f1b40519abd88bbeea288c03ee132c81132aa9cb908a","1431547414","2017","2","male","macgregor","no","yes","20","yes"
"455","a7fe3219260f64ea589a8ec3a03b3823185333ebff5d3c2a20d7edb583a6af2d","1431547466","2016","3","female","off_campus","no","yes","21","yes"
"456","1e5af15ac10db5d27486f19d1eefee837cf27324655c1d57680f8386886bbd2f","1431547497","2016","3","female","new_house","no","yes","20","yes"
"457","7d17bafee53174ac442edf3bbdd524a56200bbe513ba7037b4187acf15ba62cf","1431547497","2015","4","male","maseeh","no","no","21","yes"
"458","17cd3abedb74a2a799ddcc8d0bbf4606841d734bad9dce0867ec2ef8cd8409e7","1431547514","2018","le1","male","maseeh","frat","yes","18","yes"
"459","8fe6d0a817cc71ef49c67dcf1554b0628f9068bd18bdc6f641a340a331f52ba3","1431547519","2016","3","female","off_campus","sorority","yes","21","yes"
"460","fc3ec393137538c1a6ca6bd087980d4113bed01a40aada223af6773a7093d809","1431547565","2015","4","female","east_campus","no","no","21","yes"
"461","ea6c05def28f2edd0483b8f51cb97947bdcce1033e72cb5de22889913b3c391d","1431547566","2016","3","female","baker","no","yes","20","yes"
"462","caeb58fc8c073f11210c7d6801a1184c6456ca714dd5e39d4c5c129090db069d","1431547587","2016","3","female","fraternity","frat","yes","20","yes"
"463","ef4aa94381fcd58da0a5197b157fcd52e5b4f750fa399f33460f1835f33c6c9a","1431547622","2016","3","male","baker","no","yes","21","yes"
"464","cd2b2e3538ed8f3cdb69fbd76c37388d139dc0c3666fbb1200e248446f666ef1","1431547632","2018","le1","male","senior_house","no","yes","19","yes"
"465","c2e975e15fa25e83b8d70ddfdea3284a2559215fab0724687553d36a76c144e5","1431547663","2017","2","female","baker","sorority","yes","19","yes"
"466","c5fa3e6652bf0983e65f4ad5bc103408b923f8bb22b4576d594d04512e65c30f","1431547694","2015","4","male","fraternity","frat","yes","21","yes"
"467","abbe1a8aa9c51827b4894b9983ea87b235eb5c64cadc4cdd7a566abb380e6e69","1431547725","2017","2","female","new_house","no","yes","19","yes"
"468","0efff95a1c3f8ed84bfb70e1740b6c7154544ce68dd32c9dfb76a89b5056cc5e","1431547727","2018","le1","female","mccormick","no","no","19","yes"
"469","88d0bc6c1ff4725f9ed4f8b46e3e178dc9005f83e33951beb3d13ec62e4f256a","1431547530","2017","2","male","simmons","no","no","20","yes"
"470","69573de4ba7db47d21304c2efab685b583ce28ac8ab79207a57c9f6b9a70c028","1431547731","2018","le1","male","senior_house","no","yes","19","yes"
"471","1382e932a5c6471e7367e4bc761db2401b6765819fe709ae716a744781a55eba","1431547735","2017","2","male","macgregor","no","yes","22","yes"
"472","d207a7b1617895e1369ee04564169413917350aff3923853e2ee1ca4855c0b93","1431547766","2018","le1","female","simmons","no","yes","18","yes"
"473","e5c00a7950aeb02a3a2bffde7d5023ac59b7c9ff1599e11df78256781b8f8bdc","1431547741","2016","4","male","fraternity","frat","yes","21","yes"
"474","eb49e7bc839c4772d85259b3b1598853580da56705eabe6ea2ff8b8e9791d8f0","1431547739","2015","4","female","macgregor","no","yes","21","yes"
"475","adf2f2ee66881f79e5d51a14cd61c5fa6bc9541967e29d6e05b17f4d7de2af4f","1431547762","2016","3","male","fraternity","frat","yes","20","yes"
"476","d1d0275438013e74b81dbbf024fd4830a5078326fd6ed924820cf6a246fc81ca","1431547755","2016","3","female","sorority","sorority","no","21","yes"
"477","d29827997dfa3e7fa092a1cab6ad0b58de9db933df866f583ffd21a4c22e724a","1431547766","2016","3","female","new_house","sorority","yes","20","yes"
"478","c037925053ea8d981860b97cdcad1a6775d2cfa686e0c562ec3751c7b5fa33a4","1431547777","2016","3","male","off_campus","frat","yes","20","yes"
"479","808074be99eac95400d9b3c655557c9a5d9e27ab86c51dffb40a8f79391be086","1431547790","2016","3","female","east_campus","no","yes","21","yes"
"480","7fa2f38ffd3a87b5f206481804bd9f2a1cd59d2e3f1449b63e0ea46673819a84","1431547815","2018","le1","female","macgregor","sorority","yes","18","yes"
"481","a9f97cfd529ea64388bf4e597cf4c5bf0cc8920a9a68bd12fff271ac20a27f6d","1431547835","2018","le1","female","senior_house","no","yes","19","yes"
"482","2a8271969255767355cc47d0162f8322923b82842755e3f415244cbed4567948","1431547830","2018","le1","female","next_house","no","no","19","yes"
"483","8b4c943152dc72852642f7192559e3c7829b4f2f7413559cf8de43be8d973844","1431547845","2018","le1","male","macgregor","no","no","18","yes"
"484","9c475d4195367d7b3df2df4c45b4367856bb2062808ad4db18fac5ccda5ef270","1431547845","2018","le1","female","next_house","no","yes","18","yes"
"485","960a37d2d125489f7ec7c9bfb6797bf1bf246ced7ed3bf471c2fee4f06124a19","1431547869","2017","2","male","fraternity","frat","yes","19","yes"
"486","aacf1668a03cbeed88ad56638a78ed811ca0a6026cd5bffc58b0247b677f64a0","1431547881","2016","3","female","bc","no","yes","20","yes"
"487","9532e54762705555852d5a404cb40f47fe89de20cae3f829082911e1d6f7d6d0","1431547902","2016","3","female","maseeh","no","yes","20","yes"
"488","d0a410add12a96ada01e8cd2f937e96f7386eecf3b43ddf75694bc41faf93006","1431547938","2015","3","female","east_campus","no","yes","22","yes"
"489","ae9f803fee7524e28c5192c23fe8ee11de8a8767e34f0f9dc5f98e42684ee820","1431547937","2015","4","female","off_campus","no","yes","21","yes"
"490","367a56313ad6cce0693e8e855263e888d8fd4cd68633d818584a1b2d71ee33ca","1431547949","2017","2","male","fraternity","frat","yes","19","yes"
"491","3a8a6756b159e974ea7bcb0c21976e7ea1b39d10502ffe8c4be3eb832858f48d","1431547946","2015","4","female","off_campus","no","no","21","yes"
"492","8c1daa06770876d631dd5e5fd27315bdb9545c6c00ded9adcdf7361825693316","1431548000","2016","3","female","next_house","sorority","yes","20","yes"
"493","583396c62c0a414338b76c352f4843d138a5f4b8c368d192932e6770e8ec958d","1431548003","2016","3","female","new_house","no","yes","20","yes"
"494","27a4bc04e5329245c16bdc32d3227b6ae410ea8229138be5de10bb3633db5678","1431548014","2018","le1","male","simmons","frat","yes","19","yes"
"495","2c9aa14ba033d9812ee88062ca2182e02d823944e63ad738fa6708ff5d4f9cbd","1431548018","2017","2","female","ilg","no","yes","20","yes"
"496","f753425ae2e7a16c973897c7bcd029cb8733ad7c99d724361dbd2f7683794229","1431548055","2018","le1","male","east_campus","no","yes","19","yes"
"497","8a76efc0736f529fb505c6ba7c805a08a9de46ad858d30409a21a5488fa5a0f4","1431548070","2018","le1","male","maseeh","frat","yes","19","yes"
"498","f311667670576ad237e62773cc51615f75b771ce072336c1df494a5e38cdaea8","1431548087","2015","4","female","bc","no","yes","22","yes"
"499","eabcdc2446470d0ba422f7dda7805ad51a8e46ac9a043a15dc4ac11b8c3572be","1431548121","2017","4","male","macgregor","no","yes","18","yes"
"500","32b62ee3f4a49ee4338fd2603b724e93ec3eb044e17503674dc59a5b66e3c650","1431548129","2018","le1","female","senior_house","no","yes","19","yes"
"501","5b8db6626ea8585be64a412c0461b6f74b852df3ec3462d90858b3799991fc0f","1431548168","2018","le1","male","east_campus","frat","yes","18","yes"
"502","766726954019e521573c007246a2fd7bcfab8d4d9809d66a11f3e1fd2fe0ea05","1431548225","2017","2","male","bc","no","no","22","yes"
"503","67113ede03be8d30509e511477a030393cfbfe8f6ef6935a1d58085c432ded0b","1431548238","2018","le1","female","simmons","no","yes","19","yes"
"504","49d292961f6b6e49f7ee744034f16d3d915ec75050e3c9b2189fcf31bbcabb35","1431548270","2018","le1","female","bc","no","yes","18","yes"
"505","09f05fe5be3ae77e9971ed5353a2c98f4b76ce59a1142fb5020a047b1e49536a","1431548269","2016","3","female","maseeh","sorority","no","21","yes"
"506","0ce39731a874b0391757ff0983c11b005cbca915e860c7196918dff36f48871f","1431548271","2015","4","female","east_campus","sorority","yes","22","yes"
"507","df7e51f80ec33550d80c6f272b3a8d0744f3f0365d466948367d4b5840da7a66","1431548312","2018","le1","female","mccormick","no","yes","18","yes"
"508","cee178e38587e4792ca506d7ec5583a9cb26a8a4873fb0b666af456b44a76abf","1431548321","2018","le1","female","next_house","no","yes","19","yes"
"509","0b48b348a2d0c359b03ed8d7eefe93f53c76f4bc8a6d03a1b1da38805abab1ae","1431548318","2016","3","female","mccormick","no","yes","20","yes"
"510","d33dd87531a11c0d6149eaaaa74c1fbf55b5ca3c6ade4b0151403866ccc7b4cb","1431548334","2017","2","male","off_campus","no","yes","20","yes"
"511","d2c7d7ad6c137e96c8e59c99ef48214971299320aec002fba73a57b5c94236ec","1431548342","2017","2","female","maseeh","no","yes","20","yes"
